Customer_ID,Total_Months,Active_Months,Inactive_Months,Reliability_Score,Reliability_Band,Total_Spend,Final_Avg_Spent,Total_Transaction_Value,Unique_Invoice_Count,Average_Invoice_Value,Monthly_Value_CV,Recency_Days,Customer_Lifetime_Months,Purchase_Frequency,First_Purchase_Date,Last_Purchase_Date,Spend_Trend,Trend_Status,Cluster,Customer_Segment,Risk_Level
16554,13,3,10,23.08,Likely to Exit,793.9,3.7098,2407.17,18,133.73,1.6576,25,25,0.72,2009-12-15,2011-12-06,,Insufficient History,0,"High-Value, Reliable, Recent",High Risk
16555,3,1,2,33.33,Likely to Exit,246.5,2.1435,285.89,10,28.59,3.4971,57,18,0.5556,2010-07-22,2011-11-04,0.881,Declining,1,"Mid-Value, Unreliable, Recent",Medium Risk
16556,17,9,8,52.94,At Risk,2444.68,4.8894,7610.23,24,317.09,0.846,88,25,0.96,2009-12-07,2011-10-04,1.604,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
16557,2,0,2,0.0,Likely to Exit,75.0,6.8182,281.85,2,140.92,1.4963,46,6,0.3333,2011-07-25,2011-11-15,1.786,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
16558,22,11,11,50.0,At Risk,2560.75,3.185,13718.96,47,291.89,0.7702,22,25,1.88,2009-12-03,2011-12-09,2.44,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
16559,1,0,1,0.0,Likely to Exit,68.15,3.7861,185.2,1,185.2,3.6056,419,14,0.0714,2010-11-07,2010-11-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16560,7,4,3,57.14,At Risk,833.92,4.1489,3010.73,10,301.07,1.8274,43,25,0.4,2009-12-08,2011-11-18,,Insufficient History,0,"High-Value, Reliable, Recent",Medium Risk
16561,2,0,2,0.0,Likely to Exit,88.61,2.8584,511.12,2,255.56,0.7085,27,3,0.6667,2011-10-11,2011-12-04,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16562,1,0,1,0.0,Likely to Exit,40.52,1.1918,223.86,1,223.86,4.0,498,17,0.0588,2010-08-20,2010-08-20,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16563,6,0,6,0.0,Likely to Exit,232.35,2.5533,4412.56,7,630.37,2.0329,75,25,0.28,2009-12-01,2011-10-17,,Insufficient History,0,"High-Value, Reliable, Recent",High Risk
16564,1,0,1,0.0,Likely to Exit,16.45,3.29,87.8,1,87.8,4.3589,591,20,0.05,2010-05-19,2010-05-19,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16565,4,0,4,0.0,Likely to Exit,57.45,4.4192,700.45,5,140.09,2.1602,386,19,0.2632,2010-06-02,2010-12-10,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16566,5,0,5,0.0,Likely to Exit,49.17,2.5879,614.01,6,102.33,1.2864,37,11,0.5455,2011-02-20,2011-11-24,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16567,2,0,2,0.0,Likely to Exit,75.79,2.1654,865.6,2,432.8,2.3449,216,12,0.1667,2011-01-07,2011-05-29,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16568,2,0,2,0.0,Likely to Exit,61.45,12.29,1020.9,2,510.45,3.1696,449,22,0.0909,2010-03-08,2010-10-08,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16569,5,0,5,0.0,Likely to Exit,72.92,2.0834,1455.23,5,291.05,2.1928,25,25,0.2,2009-12-16,2011-12-06,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16570,20,2,18,10.0,Likely to Exit,1417.61,5.4315,6841.82,31,220.7,1.1033,30,25,1.24,2009-12-03,2011-12-01,6.746,Increasing,0,"High-Value, Reliable, Recent",High Risk
16571,12,0,12,0.0,Likely to Exit,584.39,2.0577,4025.05,17,236.77,1.2907,25,22,0.7727,2010-03-18,2011-12-06,-11.233,Declining,0,"High-Value, Reliable, Recent",High Risk
16572,3,1,2,33.33,Likely to Exit,220.38,3.7997,999.7,4,249.93,1.535,149,10,0.4,2011-03-09,2011-08-04,0.0,Declining,1,"Mid-Value, Unreliable, Recent",Medium Risk
16573,3,0,3,0.0,Likely to Exit,170.29,3.702,648.41,4,162.1,2.1393,95,11,0.3636,2011-02-22,2011-09-27,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16574,3,0,3,0.0,Likely to Exit,155.12,1.8037,1301.78,3,433.93,2.7237,93,23,0.1304,2010-02-19,2011-09-29,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16575,1,0,1,0.0,Likely to Exit,10.49,10.49,-10.49,1,-10.49,0.0,704,24,0.0417,2010-01-26,2010-01-26,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
16576,2,0,2,0.0,Likely to Exit,114.79,3.1886,513.17,5,102.63,2.8684,431,18,0.2778,2010-07-06,2010-10-26,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16577,1,0,1,0.0,Likely to Exit,97.6,4.2435,380.0,1,380.0,4.6904,688,23,0.0435,2010-02-11,2010-02-11,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16578,1,0,1,0.0,Likely to Exit,13.05,1.45,156.6,1,156.6,4.5826,648,22,0.0455,2010-03-23,2010-03-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16579,2,0,2,0.0,Likely to Exit,75.8,4.7375,233.85,2,116.93,3.7417,387,15,0.1333,2010-10-10,2010-12-09,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16580,1,0,1,0.0,Likely to Exit,5.0,2.5,-5.0,1,-5.0,0.0,750,25,0.04,2009-12-11,2009-12-11,,Insufficient History,3,"Low-Value, Reliable, Lapsed",High Risk
16581,2,0,2,0.0,Likely to Exit,16.57,1.5064,70.44,2,35.22,2.4495,177,7,0.2857,2011-06-10,2011-07-07,-0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16582,1,0,1,0.0,Likely to Exit,9.73,1.6217,313.62,1,313.62,2.0,135,5,0.2,2011-08-18,2011-08-18,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16583,2,0,2,0.0,Likely to Exit,78.8,2.4625,531.4,2,265.7,4.1345,395,23,0.087,2010-02-04,2010-12-01,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16584,6,0,6,0.0,Likely to Exit,238.0,2.587,3085.47,7,440.78,2.0293,102,23,0.3043,2010-02-16,2011-09-20,0.0,Declining,0,"High-Value, Reliable, Recent",High Risk
16585,2,0,2,0.0,Likely to Exit,55.48,3.0822,341.59,2,170.8,3.7055,615,24,0.0833,2010-01-13,2010-04-25,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16586,3,0,3,0.0,Likely to Exit,138.24,4.9371,1462.78,3,487.59,2.6355,270,22,0.1364,2010-03-14,2011-04-05,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16587,1,0,1,0.0,Likely to Exit,87.2,6.7077,225.15,1,225.15,2.8284,254,9,0.1111,2011-04-21,2011-04-21,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16588,4,1,3,25.0,Likely to Exit,218.27,3.0742,1361.28,4,340.32,2.2919,408,20,0.2,2010-05-14,2010-11-18,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16589,4,0,4,0.0,Likely to Exit,75.42,1.7141,612.36,4,153.09,1.8827,93,16,0.25,2010-09-15,2011-09-29,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16590,2,0,2,0.0,Likely to Exit,135.15,4.0955,563.6,3,187.87,2.5526,403,15,0.2,2010-10-21,2010-11-23,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16591,1,0,1,0.0,Likely to Exit,44.43,4.443,213.5,1,213.5,1.4142,90,3,0.3333,2011-10-02,2011-10-02,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16592,16,1,15,6.25,Likely to Exit,990.32,2.2204,7624.46,34,224.25,0.9218,26,25,1.36,2009-12-18,2011-12-05,2.716,Increasing,0,"High-Value, Reliable, Recent",High Risk
16593,7,1,6,14.29,Likely to Exit,366.32,4.579,1051.24,9,116.8,1.8451,72,25,0.36,2009-12-05,2011-10-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16594,1,1,0,100.0,Very Loyal,159.95,3.0179,181.09,1,181.09,1.7321,97,4,0.25,2011-09-25,2011-09-25,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
16595,5,5,0,100.0,Very Loyal,961.91,2.0293,1810.18,5,362.04,2.0509,83,24,0.2083,2010-01-17,2011-10-09,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
16596,4,0,4,0.0,Likely to Exit,114.79,3.8263,579.63,4,144.91,2.4929,37,25,0.16,2009-12-10,2011-11-24,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16597,1,0,1,0.0,Likely to Exit,11.35,1.6214,90.04,1,90.04,0.0,26,1,1.0,2011-12-05,2011-12-05,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16598,2,0,2,0.0,Likely to Exit,27.05,2.4591,140.7,2,70.35,3.1623,299,11,0.1818,2011-02-27,2011-03-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16599,1,0,1,0.0,Likely to Exit,32.75,2.7292,172.8,1,172.8,3.6056,407,14,0.0714,2010-11-19,2010-11-19,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16600,11,0,11,0.0,Likely to Exit,273.31,1.81,2093.56,16,130.85,1.5743,26,25,0.64,2009-12-18,2011-12-05,3.977,Increasing,0,"High-Value, Reliable, Recent",High Risk
16601,3,1,2,33.33,Likely to Exit,220.65,3.0646,684.25,3,228.08,2.922,62,22,0.1364,2010-03-26,2011-10-30,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16602,2,0,2,0.0,Likely to Exit,141.08,3.0017,711.63,5,142.33,2.6514,53,14,0.3571,2010-11-16,2011-11-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16603,1,0,1,0.0,Likely to Exit,73.32,2.1565,482.47,2,241.24,1.7321,96,4,0.5,2011-09-09,2011-09-26,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16604,2,0,2,0.0,Likely to Exit,40.95,2.73,326.25,3,108.75,4.3589,570,20,0.15,2010-05-20,2010-06-09,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16605,1,0,1,0.0,Likely to Exit,0.42,0.42,60.48,1,60.48,4.899,746,25,0.04,2009-12-15,2009-12-15,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16606,1,0,1,0.0,Likely to Exit,97.63,4.4377,357.66,2,178.83,3.7417,426,15,0.1333,2010-10-01,2010-10-31,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16607,17,1,16,5.88,Likely to Exit,1387.02,4.5928,5375.18,29,185.35,0.7277,39,21,1.381,2010-04-29,2011-11-22,0.9,Stable,0,"High-Value, Reliable, Recent",High Risk
16608,2,2,0,100.0,Very Loyal,415.37,3.4047,1288.72,2,644.36,3.2483,475,23,0.087,2010-02-14,2010-09-12,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
16609,6,4,2,66.67,Likely to Stay,999.88,3.571,5450.96,9,605.66,1.0083,37,9,1.0,2011-04-01,2011-11-24,0.732,Declining,0,"High-Value, Reliable, Recent",Low Risk
16610,1,0,1,0.0,Likely to Exit,7.78,1.2967,75.66,1,75.66,2.6458,241,8,0.125,2011-05-04,2011-05-04,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16611,6,2,4,33.33,Likely to Exit,449.88,4.053,1776.63,7,253.8,1.9957,208,22,0.3182,2010-03-10,2011-06-06,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16612,8,1,7,12.5,Likely to Exit,558.54,3.3246,3243.48,10,324.35,1.727,54,25,0.4,2009-12-03,2011-11-07,1.966,Increasing,0,"High-Value, Reliable, Recent",High Risk
16613,1,0,1,0.0,Likely to Exit,86.91,2.897,618.59,1,618.59,1.7321,92,4,0.25,2011-09-30,2011-09-30,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16614,3,1,2,33.33,Likely to Exit,279.02,5.6943,1179.79,3,393.26,2.4487,204,20,0.15,2010-05-10,2011-06-10,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16615,2,0,2,0.0,Likely to Exit,69.61,3.4805,264.5,2,132.25,4.5826,590,22,0.0909,2010-03-23,2010-05-20,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16616,2,0,2,0.0,Likely to Exit,93.71,2.8397,500.42,2,250.21,1.4412,37,6,0.3333,2011-07-05,2011-11-24,1.382,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
16617,1,0,1,0.0,Likely to Exit,19.55,3.91,151.85,1,151.85,2.8284,257,9,0.1111,2011-04-18,2011-04-18,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16618,4,2,2,50.0,At Risk,365.05,3.7634,2630.64,6,438.44,1.6835,53,12,0.5,2011-01-21,2011-11-08,,Insufficient History,0,"High-Value, Reliable, Recent",Medium Risk
16619,4,1,3,25.0,Likely to Exit,422.36,3.5793,1916.53,5,383.31,2.6365,275,23,0.2174,2010-02-22,2011-03-31,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16620,6,1,5,16.67,Likely to Exit,214.23,2.279,1758.93,6,293.15,2.4893,25,25,0.24,2009-12-01,2011-12-06,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16621,4,0,4,0.0,Likely to Exit,133.14,4.591,813.48,4,203.37,1.3665,73,10,0.4,2011-03-07,2011-10-19,1.719,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
16622,1,0,1,0.0,Likely to Exit,81.4,5.8143,205.6,2,102.8,4.2426,564,19,0.1053,2010-06-14,2010-06-15,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16623,4,0,4,0.0,Likely to Exit,181.0,3.4808,1002.49,5,200.5,2.1958,267,21,0.2381,2010-04-26,2011-04-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16624,2,0,2,0.0,Likely to Exit,147.54,3.0738,810.57,2,405.28,1.7352,102,8,0.25,2011-05-26,2011-09-20,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16625,5,0,5,0.0,Likely to Exit,232.25,2.3225,1651.08,6,275.18,1.6912,296,19,0.3158,2010-06-14,2011-03-10,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16626,8,2,6,25.0,Likely to Exit,749.16,4.0715,4379.65,20,218.98,0.6863,22,10,2.0,2011-03-18,2011-12-09,1.893,Increasing,0,"High-Value, Reliable, Recent",High Risk
16627,1,1,0,100.0,Very Loyal,101.35,5.0675,322.8,1,322.8,1.7321,101,4,0.25,2011-09-21,2011-09-21,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
16628,7,0,7,0.0,Likely to Exit,322.07,2.536,2313.09,8,289.14,1.7599,51,22,0.3636,2010-03-08,2011-11-10,0.63,Declining,0,"High-Value, Reliable, Recent",High Risk
16629,1,1,0,100.0,Very Loyal,156.99,2.453,417.73,2,208.87,1.7321,95,4,0.5,2011-09-04,2011-09-27,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
16630,2,0,2,0.0,Likely to Exit,7.65,1.53,104.3,2,52.15,3.873,429,16,0.125,2010-09-30,2010-10-28,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16631,7,1,6,14.29,Likely to Exit,338.84,4.1832,1867.02,8,233.38,1.7727,503,23,0.3478,2010-02-26,2010-08-15,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16632,2,0,2,0.0,Likely to Exit,43.55,1.613,406.4,2,203.2,3.0001,507,20,0.1,2010-05-07,2010-08-11,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16633,6,4,2,66.67,Likely to Stay,713.18,4.6613,2878.15,7,411.16,0.8203,39,9,0.7778,2011-04-19,2011-11-22,1.699,Increasing,0,"High-Value, Reliable, Recent",Low Risk
16634,7,2,5,28.57,Likely to Exit,499.36,4.3423,1363.1,10,136.31,1.9056,244,24,0.4167,2010-01-21,2011-05-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16635,1,0,1,0.0,Likely to Exit,55.12,2.2048,473.0,1,473.0,3.7417,428,15,0.0667,2010-10-29,2010-10-29,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16636,3,1,2,33.33,Likely to Exit,191.32,2.6208,3802.04,4,950.51,3.0803,460,22,0.1818,2010-03-03,2010-09-27,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Medium Risk
16637,4,0,4,0.0,Likely to Exit,195.21,2.7113,1124.59,5,224.92,1.1359,54,9,0.5556,2011-04-28,2011-11-07,2.618,Increasing,1,"Mid-Value, Unreliable, Recent",High Risk
16638,10,1,9,10.0,Likely to Exit,495.69,3.5155,2426.28,16,151.64,1.1999,44,17,0.9412,2010-08-18,2011-11-17,0.382,Declining,0,"High-Value, Reliable, Recent",High Risk
16639,4,2,2,50.0,At Risk,312.79,3.7686,1659.85,5,331.97,1.9528,47,15,0.3333,2010-10-26,2011-11-14,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16640,1,0,1,0.0,Likely to Exit,18.35,1.4115,179.4,1,179.4,3.6056,419,14,0.0714,2010-11-07,2010-11-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16641,2,0,2,0.0,Likely to Exit,73.21,2.0336,554.5,2,277.25,3.3664,127,24,0.0833,2010-01-07,2011-08-26,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16642,4,0,4,0.0,Likely to Exit,171.42,3.0074,1051.46,5,210.29,2.0129,26,15,0.3333,2010-10-20,2011-12-05,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16643,2,0,2,0.0,Likely to Exit,171.78,2.9617,915.56,3,305.19,2.5542,267,15,0.2,2010-10-13,2011-04-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16644,2,0,2,0.0,Likely to Exit,95.35,1.5379,833.78,2,416.89,2.269,199,8,0.25,2011-05-11,2011-06-15,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16645,1,0,1,0.0,Likely to Exit,33.34,2.3814,160.39,1,160.39,4.899,757,25,0.04,2009-12-04,2009-12-04,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16646,1,0,1,0.0,Likely to Exit,50.61,1.687,675.05,2,337.53,3.873,466,16,0.125,2010-09-16,2010-09-21,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16647,4,0,4,0.0,Likely to Exit,110.46,3.3473,541.9,4,135.47,2.0163,191,19,0.2105,2010-06-13,2011-06-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16648,4,0,4,0.0,Likely to Exit,72.82,1.8672,653.0,4,163.25,2.5808,60,21,0.1905,2010-04-28,2011-11-01,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16649,1,1,0,100.0,Very Loyal,136.19,6.8095,306.58,1,306.58,4.1231,542,18,0.0556,2010-07-07,2010-07-07,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
16650,5,0,5,0.0,Likely to Exit,225.52,2.3012,1916.11,7,273.73,1.9013,93,18,0.3889,2010-07-08,2011-09-29,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16651,1,0,1,0.0,Likely to Exit,17.6,2.9333,136.2,1,136.2,4.3589,608,20,0.05,2010-05-02,2010-05-02,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16652,11,5,6,45.45,At Risk,1234.83,4.2728,17312.83,24,721.37,1.3706,75,22,1.0909,2010-03-17,2011-10-17,1.6,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
16653,3,1,2,33.33,Likely to Exit,260.36,3.4258,1166.92,3,388.97,1.5568,38,4,0.75,2011-09-29,2011-11-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16654,9,1,8,11.11,Likely to Exit,353.13,4.1545,1705.17,9,189.46,1.6228,163,21,0.4286,2010-04-06,2011-07-21,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16655,12,10,2,83.33,Very Loyal,1710.67,2.7998,6513.27,14,465.23,1.1926,39,24,0.5833,2010-01-31,2011-11-22,0.526,Declining,0,"High-Value, Reliable, Recent",Low Risk
16656,22,0,22,0.0,Likely to Exit,338.31,2.1548,16307.72,44,370.63,0.7643,44,25,1.76,2009-12-04,2011-11-17,0.295,Declining,0,"High-Value, Reliable, Recent",High Risk
16657,3,3,0,100.0,Very Loyal,327.64,1.5752,933.62,4,233.4,1.6962,31,10,0.4,2011-03-30,2011-11-30,2.395,Increasing,1,"Mid-Value, Unreliable, Recent",Low Risk
16658,5,1,4,20.0,Likely to Exit,308.22,3.7588,696.72,9,77.41,1.9525,390,22,0.4091,2010-03-30,2010-12-06,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16659,1,0,1,0.0,Likely to Exit,1.24,0.62,39.12,1,39.12,2.4495,211,7,0.1429,2011-06-03,2011-06-03,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16660,6,0,6,0.0,Likely to Exit,69.92,2.7968,1422.35,8,177.79,2.4114,38,24,0.3333,2010-01-14,2011-11-23,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16661,4,1,3,25.0,Likely to Exit,257.97,3.2654,842.18,5,168.44,2.5844,562,25,0.2,2009-12-17,2010-06-17,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16662,1,1,0,100.0,Very Loyal,140.3,4.8379,163.8,1,163.8,3.6056,416,14,0.0714,2010-11-10,2010-11-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",Low Risk
16663,1,0,1,0.0,Likely to Exit,1.65,1.65,165.0,1,165.0,4.899,751,25,0.04,2009-12-10,2009-12-10,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16664,1,0,1,0.0,Likely to Exit,42.0,5.25,109.2,1,109.2,4.3589,591,20,0.05,2010-05-19,2010-05-19,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16665,1,0,1,0.0,Likely to Exit,48.5,5.3889,135.4,1,135.4,3.4641,384,13,0.0769,2010-12-12,2010-12-12,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16666,2,0,2,0.0,Likely to Exit,65.84,1.3168,225.94,2,112.97,3.1672,41,22,0.0909,2010-03-28,2011-11-20,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16667,2,1,1,50.0,At Risk,189.82,3.5815,570.13,2,285.06,2.2253,90,11,0.1818,2011-02-28,2011-10-02,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16668,12,0,12,0.0,Likely to Exit,110.78,2.0902,862.42,13,66.34,1.1369,37,22,0.5909,2010-03-18,2011-11-24,0.576,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16669,3,3,0,100.0,Very Loyal,1585.48,9.7869,226.14,5,45.23,3.1688,45,22,0.2273,2010-03-23,2011-11-16,0.89,Declining,1,"Mid-Value, Unreliable, Recent",Low Risk
16670,17,5,12,29.41,Likely to Exit,1596.49,3.1551,7786.66,33,235.96,0.9746,38,25,1.32,2009-12-10,2011-11-23,1.221,Increasing,0,"High-Value, Reliable, Recent",High Risk
16671,2,0,2,0.0,Likely to Exit,16.82,2.8033,1692.27,3,564.09,1.977,50,7,0.4286,2011-06-28,2011-11-11,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16672,9,0,9,0.0,Likely to Exit,431.08,3.6844,8093.59,23,351.9,0.5533,24,10,2.3,2011-03-18,2011-12-07,0.349,Declining,0,"High-Value, Reliable, Recent",High Risk
16673,1,0,1,0.0,Likely to Exit,56.29,2.8145,188.83,1,188.83,4.7958,701,24,0.0417,2010-01-29,2010-01-29,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16674,2,1,1,50.0,At Risk,197.42,2.0145,319.61,2,159.8,1.0539,76,4,0.5,2011-09-02,2011-10-16,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Medium Risk
16675,2,0,2,0.0,Likely to Exit,63.97,2.7813,608.86,2,304.43,2.7387,463,17,0.1176,2010-08-18,2010-09-24,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16676,6,5,1,83.33,Very Loyal,712.03,5.2355,2328.5,7,332.64,1.2566,55,15,0.4667,2010-10-17,2011-11-06,,Insufficient History,0,"High-Value, Reliable, Recent",Low Risk
16677,3,0,3,0.0,Likely to Exit,184.52,3.7657,849.77,3,283.26,3.5157,415,23,0.1304,2010-02-25,2010-11-11,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16678,8,0,8,0.0,Likely to Exit,325.97,1.9175,3013.83,17,177.28,0.6212,24,10,1.7,2011-03-02,2011-12-07,1.01,Stable,0,"High-Value, Reliable, Recent",High Risk
16679,3,0,3,0.0,Likely to Exit,114.14,5.4352,793.06,3,264.35,2.3911,388,19,0.1579,2010-06-10,2010-12-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16680,2,0,2,0.0,Likely to Exit,87.2,3.0069,821.45,3,273.82,3.3768,65,19,0.1579,2010-06-23,2011-10-27,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16681,6,0,6,0.0,Likely to Exit,95.91,1.9573,1921.84,7,274.55,1.7475,94,22,0.3182,2010-03-08,2011-09-28,0.0,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16682,5,0,5,0.0,Likely to Exit,53.09,1.7697,1028.0,5,205.6,1.1303,26,7,0.7143,2011-06-05,2011-12-05,0.765,Declining,1,"Mid-Value, Unreliable, Recent",High Risk
16683,1,0,1,0.0,Likely to Exit,63.21,3.3268,309.35,2,154.68,4.2426,551,19,0.1053,2010-06-24,2010-06-28,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16684,20,6,14,30.0,Likely to Exit,1973.2,2.6344,141502.25,65,2176.96,1.0383,26,25,2.6,2009-12-07,2011-12-05,3.721,Increasing,0,"High-Value, Reliable, Recent",Medium Risk
16685,1,1,0,100.0,Very Loyal,139.8,2.2548,324.24,2,162.12,1.4142,83,3,0.6667,2011-10-09,2011-10-09,,Insufficient History,1,"Mid-Value, Unreliable, Recent",Low Risk
16686,14,11,3,78.57,Likely to Stay,2714.26,2.4475,5051.57,18,280.64,1.1047,69,25,0.72,2009-12-06,2011-10-23,0.466,Declining,0,"High-Value, Reliable, Recent",Low Risk
16687,1,0,1,0.0,Likely to Exit,16.02,2.0025,157.63,1,157.63,3.6056,412,14,0.0714,2010-11-14,2010-11-14,,Insufficient History,2,"Mid-Value, Unreliable, Lapsed",High Risk
16688,3,0,3,0.0,Likely to Exit,172.05,2.775,1260.86,4,315.21,0.7047,23,3,1.3333,2011-10-10,2011-12-08,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
16689,1,0,1,0.0,Likely to Exit,53.88,3.3675,303.26,3,101.09,1.7321,97,4,0.75,2011-09-18,2011-09-25,,Insufficient History,1,"Mid-Value, Unreliable, Recent",High Risk
